Chemical,Synonyms,Category,FORMULA,CAS,Mass (Daltons),ComponentType,molType,Is Soluble,Solubility,Is_HAZARD,CODE,Risk No.,Safety phrases,"Flammable,Toxic/IrritantCorrosive",RefSampleName,SampleCategory,
"7-chloro-4-nitro benz-2-oxa-1,3-diazole","4-chloro-7-nitro-1,2,3-benzoxadiazole; NBD-chloride",StainsAndDyes,C6H2ClN3O3,10199-89-0,199.55,MolComp,other,Y,,Y,2,R38,,Xi,"7-Chloro-4-nitro benz-2-oxa-1,3-diazole",Stains and Dyes
cholesterol," 1,2-dilauroyl-sn-glycero-3-phosphocholine; 12:0 PC ",Lipid,C27H46O,57-88-5,386.65,MolComp,other,Y,,,,,"S22,S24/25",,Cholesterol,Lipid
cholic acid,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholanic acid; cholanic acid",Detergent,C24H40O5,81-25-4,408.57,MolComp,other,Y,,,2,,"S22,S24/25",,Cholic acid,Detergent
citric acid,,pH conjugate,HOC(COOH)(CH2COOH)2,77-92-9,192.12,MolComp,other,Y,,Y,2,"R37/38,R41","S26,S36/37/39",Xi,Citric acid,Chemical/Biochemical
cobalt(II) chloride,cobaltous chloride; cobalt dichloride,"Additive,Salt",CbCl2,7646-79-9,129.84,MolComp,other,Y,,,,"R49,R22,R42/43,R50/53","S22,S45,S53,S60,S61","T,N",Cobalt(II) chloride,Chemical/Biochemical
cobalt(II) chloride hexahydrate,cobaltous chloride hexahydrate,"Additive,Salt",CoCl26H2O,7791-13-1,273.93,MolComp,other,Y,,Y,3,"R22,R42/43,R49,R50/53","S22,S45,S53,S60,S61","T,N",Cobalt(II) chloride hexahydrate,Chemical/Biochemical
copper bromide,copper(I) bromide; cuprous bromide,Salt,CuBr,7787-70-4,143.45,MolComp,other,Y,,,,,"S22,S24/25",,Copper bromide,Chemical/Biochemical
copper chloride,copper(I) chloride; cuprous chloride,Salt,CuCl,7758-89-6,99,MolComp,other,Y,,Y,,"R22,R50/53","S22,S60,S61","Xn,N",Copper chloride,Chemical/Biochemical
copper(II) chloride,copper dichloride; cupric chloride,"Additive,Salt",CuCl2,7447-39-4,134.45,MolComp,other,Y,,,,"R22,R36/37/38,R50/53","S26,S36,S60,S61","Xn,N",Copper(II) chloride,Chemical/Biochemical
copper(II) chloride dihydrate,cupric chloride dihydrate,Salt,CuCl2. 2H2O,10125-13-0,170.48,MolComp,other,Y,,Y,3,"R25,R36","S24/25,S45","Xn,N",Copper(II) chloride dihydrate,Chemical/Biochemical
copper(II) sulphate pentahydrate,cupric sulfate pentahydrate,Salt,CuO4S.5H2O,7758-99-8,249.69,MolComp,other,Y,,Y,1,"R22,R36/38,R50/53","S22,S60,S61","Xn,N",Copper(II) sulphate pentahydrate,Chemical/Biochemical
creatine,(alpha-methylguanido)acetic acid; N-amidinosarcosine,Substrate,H2NC(=NH)N(CH3)CH2CO2H,57-00-1,131.13,MolComp,other,Y,,,1,,S24/25,,Creatine,Substrate
L-cysteine,(R)-2-amino-3-mercaptopropionic acid,"Additive,Amino acid",C3H7NO2S,52-90-4,121.16,MolComp,other,Y,,,,,,,L-Cysteine,Chemical/Biochemical
cytidine 5'-triphosphate disodium salt,CTP,Nucleotide,C9H14N3Na2O14P3,81012-87-5,529.14,MolComp,other,Y,,Y,,"R23/24/25,R36/37/38","S22,S26,S36,S45",T,Cytidine 5'-triphosphate disodium salt,"Nucleotide,Chemical/Biochemical"
cyanogen bromide,bromine cyanide,Modifying agent,CNBr,506-68-3,105.92,MolComp,other,Y,,Y,3,"R26/27/28,R34,R50,R53 ","S28,S36,S60,S61,S37/39,S45","T+,N",Cyanogen bromide,Chemical/Biochemical
2-cyclohexen-1-one,,"Organic,Substrate",C6H8O,930-68-7,96.13,MolComp,other,Y,,Y,3,"R22,R23/24","S23,S36/37/39,S45",T,2-Cyclohexen-1-one,Chemical/Biochemical
N-decanoyl-N-methylglucamine,N-(D-glucityl)-N-methyldecanamide;MEGA-10,Detergent,C17H35NO6,85261-20-7,349.46,MolComp,other,Y,,,1,,,,N-Decanoyl-N-methylglucamine,Detergent
3-(decyldimethylammonio)propane-1-sulfonate,,Detergent,C15H33NO3S,15163-36-7,307.6,MolComp,other,Y,,,,R36/37/38,"S2,S24/25",Xi,Zwittergent(R) 3-10,Detergent
deoxycholic acid (sodium salt),"sodium deoxycholate; 3-alpha,12-alpha-dihydroxy-5-beta-cholanic acid,sodium salt; 7-deoxycholic acid,sodium salt; desoxycholic acid,sodium salt",Detergent,C24H39NaO4,302-95-4,414.55,MolComp,other,Y,,Y,3,"R22,R37","S22,S26,S36",Xn,Deoxycholic acid (sodium salt),"Detergent,Chemical/Biochemical"
"2'-deoxyadenosine-5'-triphosphate,disodium salt,trihydrate",dATP,Nucleotide,C10H14N5Na2O12P3,1927-31-7,535.15,MolComp,other,Y,,,,,,,"2'-Deoxyadenosine-5'-triphosphate,disodium salt,trihydrate","Nucleotide,Chemical/Biochemical"
2'-deoxycytidine 5'-triphosphate disodium salt,dCTP,Nucleotide,C9H14N3Na2O13P3,102783-51-7,511.12,MolComp,other,Y,,Y,,"R23/24/25,R36/37/38","S22,S26,S36,S45",T,2'-Deoxycytidine 5'-triphosphate disodium salt,"Nucleotide,Chemical/Biochemical"
2'-deoxyguanosine 5'-triphosphate trisodium salt," dGTP, dGTP-Na3",Nucleotide,C10H14N5Na3O13P3,93919-41-6,573.13,MolComp,other,Y,,Y,,R36/37/38,"S22,S26,S36",Xi,2'-Deoxyguanosine 5'-triphosphate trisodium salt,"Nucleotide,Chemical/Biochemical"
2'-deoxythymidine 5'-triphosphate sodium salt,dTTP,Nucleotide,C10H16N2O14P3Na,18423-43-3,504.15,MolComp,other,Y,,Y,,R36/37/38,"S26,S36",Xi,2'-Deoxythymidine 5'-triphosphate sodium salt,"Nucleotide,Chemical/Biochemical"
"dextran sulphate,sodium salt","dextran sulfate,sodium salt; dextran sodium sulphate; dextran sodium sulfate; dextranesulfate sodium salt",Additive,,9011-18-1,50000,MolComp,other,Y,,,,R36/37/38,"S28,S24/25,S37,S45",Xi,"Dextran sulphate,sodium salt",Chemical/Biochemical
"1,6-diaminohexane","1,6-hexanediamine; hexamethylenediamine","Additive,Organic",NH2(CH2)6NH2,124-09-4,116.2,MolComp,other,Y,,Y,,"R21/22,R34,R37","S22,S26,S36/37/39,S45",C,"1,6-Diaminohexane",Chemical/Biochemical
"1,8-diaminooctane","1,8-octanediamine; octamethylenediamine","Additive,Organic",NH2(CH2)8NH2,373-44-4,144.26,MolComp,other,Y,,,,R24,"S26,S36/37/39,S45",C,"1,8-Diaminooctane",Chemical/Biochemical
"1,5-diaminopentane","1,5-pentanediamine; pentamethylenediamine; Cadaverine",Organic,NH2(CH2)5NH2,462-94-2,102.18,MolComp,other,,,Y,,R34,"S26,S36/37/39,S45",C,"1,5-Diaminopentane",Chemical/Biochemical
di-u-iodobis(ethylenediamine)-di-platinum (II) nitrate,"di-PIP; di-mu-iodobis(ethylenediamine)diplatinum (II); platinum(2+),bis(1,2-ethanediamine-N,N')di-mu-iododi-,dinitrate ",Heavy atom compound,C4H16I2N6O6Pt2,109998-76-7,888.2,MolComp,other,Y,,,,,,,di-u-Iodobis(ethylenediamine)-di-platinum (II) nitrate,"Chemical/Biochemical,Heavy atom reagent"
dichloro(ethylenediamine)platinum (II),,Heavy atom compound,C2H6Cl2N2Pt,14096-51-6,324.07,MolComp,other,Y,,,,R36/37/38,"S26,S37/39","Xn,Xi",Dichloro(ethylenediamine)platinum (II),"Chemical/Biochemical,Heavy atom reagent"
dichloromethane,methylene chloride,Additive,CH2Cl2,75-09-2,84.93,MolComp,other,Y,,,,R40,"S23,S24/25,S36/37",Xn,Dichloromethane,Chemical/Biochemical
"N,N'-dicyclohexylcarbodiimide",DCC,Modifying agent,C13H22N2,538-75-0,206.33,MolComp,other,Y,,Y,3,"R22,R24,R41,R43","S24,S26,S37/39,S45",T,"N,N'-Dicyclohexylcarbodiimide",Chemical/Biochemical
DDM,n-dodecyl b-D-maltoside; dodecyl-b-D-maltoside; lauryl-b-D-maltoside; lauryl maltoside,Detergent,C24H46O11,69227-93-6,510.46,MolComp,other,,,,,,,,DDM,Detergent
DHPC,"1,2-diheptanoyl-sn-glycero-3-phosphocholine; 07:0 PC ",Lipid,C22H44NO8P,39036-04-9,481.56,MolComp,other,,,,,,,,DHPC,Lipid
"N,N-dimethyldecylamine-N-oxide","DDAO; 1-decanamine,N,N-dimethyl-,N-oxide",Detergent,CH3(CH2)9N(O)(CH3)2,2605-79-0,201.35,MolComp,other,,,Y,,R36/37/38,"S26,S36",Xi,"N,N-Dimethyldecylamine-N-oxide",Detergent
"N,N-dimethyldodecylamine-N-oxide",LDAO; lauryldimethylamineN-oxide; DDAO,Detergent,CH3(CH2)11N(O)(CH3)2,1643-20-5,229.4,MolComp,other,,,,,R34,"S26,S36/37/39,S45",C,"N,N-Dimethyldodecylamine-N-oxide",Detergent
"3-(N,N-dimethyloctylammonio)propane-sulfonate","octyl sulfobetaine; SB3-8; n-octyl-N,N-dimethyl-3-ammonio-1-propane sulfonate",Detergent,C13H29NO3S,15178-76-4,279.44,MolComp,other,Y,,Y,,R36/37/38,"S26,S36/37",Xi,Zwittergent(R) 3-8,Detergent
"3-(N,N-dimethylpalmitylammonio)propane-sulfonate","3-(N,N-dimethylhexadecylammonio)propanesulfonate; 3-(hexadecyldimethylammonio)propanesulfonate; 3-(palmityldimethylammonio)propanesulfonate; palmityl sulfobetaine; SB3-16",Detergent,C21H45NO3S,2281-11-0,391.65,MolComp,other,Y,,Y,,R36/37/38,"S26,S36",Xi,Zwittergent(R) 3-16,Detergent
diethyl-dithio-carbamic acid (sodium salt),DETC; sodium diethyldithiocarbamate trihydrate; cupral,Inhibitor,C5H10NNaS2.3H2O,20624-25-3,225.31,MolComp,other,Y,,,3,"R22,R38,R41","S26,S39",Xn,Diethyl-dithio-carbamic acid (sodium salt),"Inhibitor,Chemical/Biochemical"
diethyl ether,aether; ether; ethyl ether,Solvent,C4H10O,60-29-7,74.12,MolComp,other,,,Y,3,"R12,R19,R22,R66,R67","S16,S29,S33,S9","F+,Xn",Diethyl ether,"Solvent,Chemical/Biochemical"
diethyl pyrocarbonate,DEP; DEPC; diethyl dicarbonate; diethyl oxydiformate; ethoxyformic acid anhydride,Modifying agent,C6H10O5,1609-47-8,162.14,MolComp,other,,,Y,3,"R22,R36/37/38","S26,S36",Xn,Diethyl pyrocarbonate,Chemical/Biochemical
"N,N-dimethylformamide",DMF; dimethyl formamide,"Solvent,Additive",HCON(CH3)2,68-12-2,73.09,MolComp,other,,,Y,3,"R20/21,R36,R61","S45,S53",T,"N,N-Dimethylformamide","Solvent,Chemical/Biochemical"
dimethyl suberimidate dihydrchloride,DMS,Cross linker,C10H20N2O2.2HCl,34490-86-3,273.2,MolComp,other,,,Y,2,R36/37/38,"S26,S36",Xi,Dimethyl suberimidate dihydrchloride,Chemical/Biochemical
dioxane,"1,4-dioxane; diethylene oxide","Additive,Solvent",C4H8O2,123-91-1,88.11,MolComp,other,,,,,,,,Dioxane,"Solvent,Chemical/Biochemical"
diphenylthiocarbazone,dithizone,Chelator,C13H12N4S,60-10-6,256.33,MolComp,other,Y,,Y,2,R36/37/38,"S26,S36",Xi,Diphenylthiocarbazone,Chemical/Biochemical
dipicolinic acid,"2,6-pyridinedicarboxylic acid",Chelator,C7H5NO4,499-83-2,167.12,MolComp,other,,,Y,2,R36/37/38,"S26,S36",Xi,Dipicolinic acid,Chemical/Biochemical,
DIPSO,"3-[N,N-bis(2-hydroxyethyl)amino]-2-hydroxypropanesulfonic acid; N,N-bis(2-hydroxyethyl)-3-amino-2-hydroxypropanesulfonic acid",Buffering agent,C7H17NO6S,68399-80-4,261.28,MolComp,other,Y,,,,,"S22,S24/25",,DIPSO,"Buffer,Buffering Agent,Chemical/Biochemical"
5 5' dithio-bis (2-nitrobenzoic acid)," DTNB; 3-carboxy-4-nitrophenyl disulfide; 6,6'-dinitro-3,3'-dithiodibenzoic acid; bis(3-carboxy-4-nitrophenyl) disulfide; Ellman's Reagent",Modifying agent,C14H8N2O8S2,69-78-3,396.35,MolComp,other,,,Y,2,R36/37/38,"S26,S36",Xi,5 5' Dithio-bis (2-nitrobenzoic acid),Chemical/Biochemical,
dithiothreitol,"DTT; Cleland's reagent; 1,4 dithio-DL-threitol","Modifying agent,Additive,Reducing agent",C4H10O2S2,03/12/3483,154.25,MolComp,other,Y,,Y,3,"R22,R36/37/38","S26,S36",Xn,Dithiothreitol,Chemical/Biochemical,
DLPC," 1,2-dilauroyl-sn-glycero-3-phosphocholine; 12:0 PC ",Lipid,C32H44NO8P,18194-25-7,657.86,MolComp,other,,,,,,,,DLPC,Lipid,
DM,decyl-b-D-maltopyranoside; n-decyl b-D-maltoside; decyl-b-D-maltoside ,Detergent,C22H42O11,82494-09-5,482.56,MolComp,other,,,,,,,,DM,Detergent,
DMPC," 1,2-dimyristoyl-sn-glycero-3-phosphocholine; 14:0 PC ",Lipid,C36H72NO8P,18194-24-6,677.93,MolComp,other,,,,,,,,DMPC,Lipid,
DOPG," 1,2-dioleoyl-sn-glycero-3-[phospho-rac-(1-glycerol)] (sodium salt); 18:1,[cis-9] PG ",Lipid,C42H78NaO10P,56421-10-4,797.03,MolComp,other,,,,,"R45,R46,R23/24/25,R36/37/38","S53,S23,S26,S36/37/39,S45",T,DOPG,Lipid,
dimethylsulphoxide,DMSO; methyl sulphoxide,"Additive,Solvent",(CH3)2SO,67-68-5,78.13,MolComp,other,,,Y,2,R36/37/38,"S26,S36",Xi,Dimethylsulphoxide,"Solvent,Chemical/Biochemical"
dodecyl-b-D-glucopyranoside,dodecyl glucoside,Detergent,C18H36O6,59122-55-3,348.47,MolComp,other,,,,,,,,Dodecyl-b-D-glucopyranoside,"Detergent,Chemical/Biochemical"
3-(dodecyldimethylammonio)propanesulfonate,"SB3-12; 3-(N,N-dimethyldodecylammonio)propanesulfonate; 3-(N,N-dimethyllaurylammonio)propanesulfonate; 3-(lauryldimethylammonio)propanesulfonate; dodecyldimethyl(3-sulfopropyl)ammonium hydroxide inner salt,lauryl sulfobetaine ",Detergent,C17H37NO3S,14933-08-5,335.55,MolComp,other,Y,,Y,1,R34,"S26,S36/37/39",C,Zwittergent(R) 3-12,Detergent
DOPC," 1,2-dioleoyl-sn-glycero-3-phosphocholine; 18:1,[cis-9] PC ",Lipid,C44H84NO8P,4235-95-4,786.11,MolComp,other,,,,,,,,DOPC,Lipid,
ectoine,"(S)-2-methyl-1,4,5,6-tetrahydropyrimidine-4-carboxylic acid; THP(B)",Additive,C6H10N2O2,96702-03-3,142.16,MolComp,other,Y,,,,,,,Ectoine,Chemical/Biochemical,
erythritol,"meso-erythritol; 1,2,3,4-butanetetrol; meso-1,2,3,4-tetrahydroxybutane","Sugar,Additive",HOCH2[CH(OH)]2CH2OH,149-32-6,122.12,MolComp,other,Y,,,,,,,Erythritol,Chemical/Biochemical,
ethanol,ethyl alcohol;  EtOH,"Precipitant,Additive,Solvent",C2H5OH,64-17-5,46.07,MolComp,other,Y,,Y,3,R11,"S16,S7",F,Ethanol,"Solvent,Chemical/Biochemical"
ethanolamine,2-aminoethanol; monoethanolamine; 2-aminoethyl alcohol,Additive,C2H7NO,141-43-5,61.08,MolComp,other,,,,,,,,Ethanolamine,Chemical/Biochemical
ethidium bromide,"3,8-diamino-5-ethyl-6-phenylphenanthridinium bromide; EtBr; homidium bromide",StainsAndDyes,C21H20BrN,1239-45-8,394.31,MolComp,other,Y,,Y,3,"R22,R28,R36/37/38,R68","S26,S28,S36/37,S45","Xn,Xi,T+",Ethidium bromide,Stains and Dyes,
EDTA,diaminoethanetetra acetic acid; ethylene diamine tetraacetic acid,"Chelator,Additive",C10H16N2O8,60-00-4,292.24,MolComp,other,Y,,Y,3,R36,S26,Xi,EDTA,Chemical/Biochemical,
EDTA disodium salt,"disodium ethylenediaminetetraacetate dihydrate; ethylenediamine tetraacetic acid,disodium salt dihydrate; EDTA-Na","Chelator,Additive",C10H14N2O8Na2.2H2O,6381-92-6,372.24,MolComp,other,Y,,,,,,,EDTA disodium salt,Chemical/Biochemical,
2-ethoxyethanol,ethyl glycol; ethylene glycol monoethyl ether,Precipitant,C2H5OCH2CH2OH,110-80-5,90.12,MolComp,other,Y,,Y,,"R60,R61,R10,R20/21/22","S53,S45",T,2-Ethoxyethanol,Chemical/Biochemical,
ethyl acetate,EtOAc,Additive,C4H8O2,141-78-6,88.11,MolComp,other,Y,,,,,,,Ethyl acetate,Chemical/Biochemical,
ethylenediamine,"1,2-diaminoethane",Additive,NH2CH2CH2NH2,107-15-3,60.1,MolComp,other,,,,,,,,Ethylenediamine,Chemical/Biochemical,
ethylene glycol,"1,2-ethanediol","Additive,Cryo coolant",C2H6O2,107-21-1,62.07,MolComp,other,,,Y,3,R22,,Xn,Ethylene glycol,Chemical/Biochemical,
EGTA,"ethylene glycol -bis (beta aminoethylether) - N,N,N',N' tetraacetic acid; glycol ether diamine tetraacetic acid; egtazic acid; ethylene-bis(oxyethylenenitrilo)tetraacetic acid","Chelator,Additive",[-CH2OCH2CH2N(CH2CO2H)2]2,67-42-5,380.35,MolComp,other,Y,,,1,,S24/25,,EGTA,Chemical/Biochemical,
EPPS,N-[2-hydroxyethyl]piperazine-N'[3-propanesulfonic acid]; 4-(2-hydroxyethyl)-1-piperazinepropanesulfonic acid; 4-(2-hydroxyethyl)piperazine-1-propanesulfonic acid; N-(2-hydroxyethyl)piperazine-N'-(3-propanesulfonic acid); HEPPS,Buffering agent,C9H20N2O4S,16052-06-5,252.33,MolComp,other,Y,,Y,,R36/37/38,"S26,S36",Xi,EPPS,"Buffer,Buffering Agent,Chemical/Biochemical"
N ethylmaleimide,NEM,Modifying agent,C6H7NO2,128-53-0,125.13,MolComp,other,,,Y,3,"R21,R28,R34,R43","S26,S28,S36/37/39,S45",T,N Ethylmaleimide,Chemical/Biochemical,
ethyl mercuryphosphate,ethylmercuric phosphate,Heavy atom compound,C2H7ClHgO2,2235-25-8,326.5,MolComp,other,Y,,,,"R50,R53,R33,R26/27/28","S1/2,S13,S28,S36,S45,S60,S61","T+,N",Ethyl mercuryphosphate,"Chemical/Biochemical,Heavy atom reagent",
ethyl methylketone,2-butanone; methyl ethyl ketone,Additive,C4H8O,78-93-3,72.11,MolComp,other,,,,,,,,Ethyl methylketone,Chemical/Biochemical,
2-ethyl-5-phenylisoxazolium sulfonate,Woodward's Reagent K,Modifying agent,C11H11NO4S,4156-16-5,253.27,MolComp,other,Y,,,1,,,,2-Ethyl-5-phenylisoxazolium sulfonate,Chemical/Biochemical,
D-(-)-fructose,fructose; D-fructose; D-levulose; fruit sugar,"Sugar,Additive",C6H12O6,57-48-7,180.16,MolComp,other,Y,,,1,,,,D-(-)-Fructose,Chemical/Biochemical,
L-(+)-fructose,L-fructose,"Sugar,Additive",C6H12O6,7776-48-9,180.16,MolComp,other,Y,,,1,,,,L-(+)-Fructose,Chemical/Biochemical,
formaldehyde solution,formalin,Preservative,CH2O,50-00-0,30.03,MolComp,other,,,Y,3,"R23/24/25,R34,R40,R43","S26,S36/37/39,S45",T,Formaldehyde solution,Chemical/Biochemical,
formamide,amide C1; formic amide,Solvent,HCONH2,75-12-7,45.04,MolComp,other,,,Y,3,R61,"S53,S45",T,Formamide,"Solvent,Chemical/Biochemical"
formic acid,,pH conjugate,HCOOH,64-18-6,46.03,MolComp,other,Y,,Y,,R35,"S22,S26,S35",C,Formic acid,Chemical/Biochemical
fusaric acid,5-butylpicolinic acid; 5-butylpyridine-2-carboxylic acid,Inhibitor,C10H13NO2,536-69-6,179.22,MolComp,other,Y,,Y,2,R22,"S22,S24/25",Xn,Fusaric acid,"Inhibitor,Antibiotic,Chemical/Biochemical"
D-(+)-glucose,D-glucose; dextrose; glucose,"Sugar,Additive",C6H12O6,50-99-7,180.16,MolComp,other,Y,,,1,,,,D-(+)-Glucose,Chemical/Biochemical
L-(-)-glucose,,"Sugar,Additive",C6H12O6,921-60-8,180.16,MolComp,other,Y,,,1,,,,L-(-)-Glucose,Chemical/Biochemical
glutathione (oxidised form),L-glutathione oxidized; glutathiol; GSSG,Reducing agent,C20H32N6O12S2,27025-41-8,612.63,MolComp,other,Y,,Y,1,R36/37/38,"S26,S36",Xi,Glutathione (oxidised form),Chemical/Biochemical
glutathione (reduced form),gamma-L-glutamyl-L-cysteinyl-glycine; GSH,Reducing agent,C10H17N3O6S,70-18-8,307.32,MolComp,other,Y,,,1,,,,Glutathione (reduced form),Chemical/Biochemical
L-glutamic acid,(S)-2-aminoglutaric acid; Glu; (S)-2-aminopentanedioic acid; glutaminic acid,Amino acid,C5H9NO4,56-86-0,147.13,MolComp,other,Y,,,,,,,L-Glutamic acid,Chemical/Biochemical
D-glutamine,D-2-aminoglutaramic acid; D-glutamic acid 5-amide,"Additive,Amino acid",C5H10N2O3,5959-95-5,146.14,MolComp,other,Y,,,,,,,D-Glutamine,Chemical/Biochemical
glutaraldehyde,"glutaric dialdehyde solution; pentane-1,5-dial","Cross linker,Preservative",OCH(CH2)3CHO,111-30-8,100.12,MolComp,other,,,Y,,"R22,R23,R34,R42/43","S22,S26,S36/37/39,S45",T,Glutaraldehyde,Chemical/Biochemical
glycerol,"1,2,3-propanetriol; glycerin; glycerol anhydrous",Cryo coolant,HOCH2CH(OH)CH2OH,56-81-5,92.09,MolComp,other,Y,,,2,,"S23,S24/25",,Glycerol,Chemical/Biochemical
glycine,aminoacetic acid; glycocoll; aminoethanoic acid,Buffering agent,NH2CH2COOH,56-40-6,75.07,MolComp,other,Y,,,,,,,Glycine,"Buffer,Buffering Agent,Chemical/Biochemical"
glycine betaine,"betaine-trimethyl-d9hydrochloride; N,N,N-trimethyl-d9-glycine hydrochloride",Additive,(CD3)3N(Cl)CH2CO2H,,162.66,MolComp,other,Y,,,,,,,Glycine betaine,Chemical/Biochemical
glycyl-glycyl-glycine,Gly-Gly-Gly; triglycine,Additive,C6H11N3O4,556-33-2,189.17,MolComp,other,Y,,,,,,,Glycyl-glycyl-glycine,Chemical/Biochemical
guanidinium chloride,guanidine hydrochloride; aminomethanamidine hydrochloride; guanidium chloride; aminoformamidine hydrochloride,"Additive,Denaturant",NH2C(=NH)NH2.HCl,50-01-1,95.53,MolComp,other,Y,,Y,3,"R22,R36/38",S22,Xn,Guanidinium chloride,Chemical/Biochemical
guanosine 5'-diphosphate (GDP) - sodium salt,GDP,Nucleotide,C10H15N5O11P2,43139-22-6,443.2,MolComp,other,Y,,,1,,,,Guanosine 5'-diphosphate (GDP) - sodium salt,"Nucleotide,Chemical/Biochemical"
guanosine 5'-triphosphate di sodium salt,GTP; 5'-GTP-Na2,Nucleotide,C10H14N5Na2O14P3.xH2O,56001-37-7,567.14,MolComp,other,Y,,,1,,S24/25,,Guanosine 5'-triphosphate di sodium salt,"Nucleotide,Chemical/Biochemical"
HEPBS,N-[2-hydroxyethyl]piperazine-N'-[4-butanesulfonic acid]; N-(2-hydroxyethyl)piperazine-N'-(4-butanesulfonic acid),Buffering agent,C10H22N2O4S,161308-36-7,266.36,MolComp,other,Y,,Y,,R36/37/38,"S26,S36",Xi,HEPBS,"Buffer,Buffering Agent,Chemical/Biochemical"
HEPES,N-(2-hydroxyethyl)piperazine-N'-(2-ethanesulfonic acid); 4-(2-hydroxyethyl)piperazine-1-ethanesulfonic acid,Buffering agent,C8H18N2O4S,7365-45-9,238.3,MolComp,other,Y,,,1,,"S22,S24/25",,HEPES,"Buffer,Buffering Agent,Chemical/Biochemical"
HEPES sodium salt,HEPES-Na; N-(2-hydroxyethyl)piperazine-N'-(2-ethanesulfonic acid) sodium salt; 4-(2-Hydroxyethyl)piperazine-1-ethanesulfonic acid sodium salt,Buffering agent,C8H17N2NaO4S,75277-39-3,260.29,MolComp,other,Y,,,,,"S22,S24/25",,HEPES sodium salt,"Buffer,Buffering Agent,Chemical/Biochemical"
HEPPSO,N-[2-hydroxyethyl]piperazine-N'-[2-hydroxypropanesulfonic acid],Buffering agent,C9H20N2O5S,68399-78-0,268.3,MolComp,other,Y,,,,,"S36/37/39,S38",,HEPPSO,"Buffer,Buffering Agent,Chemical/Biochemical"
"1,2,3-heptanetriol",4-Hydroxbutyric acid lactone,Additive,CH3(CH2)3CH(OH)CH(OH)CH2OH,103404-57-5,148.2,MolComp,other,,,,,,"S22,S24/25",,"1,2,3-Heptanetriol","Amphiphile,Chemical/Biochemical"
n-heptyl-b-D-glucopyranoside,heptyl-b-D-glucopyranoside; heptyl-beta-D-glucopyranoside,Detergent,C13H26O6,78617-12-6,278.34,MolComp,other,,,,,,,,n-Heptyl-b-D-glucopyranoside,Detergent
hexaaminecobalt trichloride,cobalt hexammine trichloride; hexaamminecobalt(III) chloride,Precipitant,Co(NH3)6Cl3,10534-89-1,267.48,MolComp,other,Y,,Y,,R36/37/38,S26,Xi,Hexaminecobalt trichloride,Chemical/Biochemical
hexadecyltrimethylammonium bromide,"cetyl trimethyl ammoniumbromide,palmityltrimethylammonium bromide; cetrimonium bromide; cetyltrimethylammonium bromide; CTAB; cetrimide","Salt,Additive,Precipitant",CH3(CH2)15N(Br)(CH3)3,57-09-0,364.45,MolComp,other,Y,,,,,,,Hexadecyltrimethylammonium bromide,Chemical/Biochemical,
hexafluoro isopropanol,"hexafluoroisopropanol; 1,1,1,3,3,3-hexafluoro-2-propanol",Additive,(CF3)2CHOH,920-66-1,168.04,MolComp,other,,,,,,,,Hexafluoro isopropanol,"Chromatography,Chemical/Biochemical",
"1,6-hexanediol",hexamethylene glycol,"Precipitant,Organic",HO(CH2)6OH,629-11-8,118.17,MolComp,other,Y,,,,,"S23,S24/25,S36/37",,"1,6-Hexanediol",Chemical/Biochemical,
"2,5-hexanediol","2,5-hexylene glycol","Cross linker,Additive",CH3CH(OH)CH2CH2CH(OH)CH3,2935-44-6,118.17,MolComp,other,,,Y,,"R22,R36/37/38","S26,S36",Xn,"2,5-Hexanediol",Chemical/Biochemical
"1,2,3-hexanetriol",,"Additive,Organic",CH3CH2CH2CH(OH)CH(OH)CH2OH,25323-24-4,134.17,MolComp,other,Y,,,,,"S22,S24/25",,"1,2,3-Hexanetriol",Chemical/Biochemical,
hexyl-b-D-glucopyranoside,hexyl-beta-D-glucopyranoside,Detergent,C12H24O6,59080-45-4,264.32,MolComp,other,,,,,,,,Hexyl-b-D-glucopyranoside,Detergent
hydrochloric acid,HCl,pH conjugate,HCl,7647-01-0,36.46,MolComp,other,Y,,Y,2,"R23,R34,R37","S26,S45","R34,Xi,C",Hydrochloric acid,Chemical/Biochemical
3' hydroxy-2-butanone,acetoin; acetyl methyl carbinol,Solvent,C4H8O2,513-86-0,88.11,MolComp,other,,,Y,2,"R10,R36/38","S26,S36",Xi,3' Hydroxy-2-butanone,"Solvent,Chemical/Biochemical"
hydroxylamine hydrochloride,hydroxylammonium chloride,Inhibitor,H3NOHCl,01/11/5470,69.49,MolComp,other,,,Y,3,"R22,R36/38,R43,R48/22,R50","S22,S24,S37,S61","Xn,N",Hydroxylamine hydrochloride,"Inhibitor,Chemical/Biochemical"
2-hydroxy-5-nitrobenzaldehyde,5-nitrosalicylaldehyde,Inhibitor,C7H5NO4,97-51-8,167.12,MolComp,other,,,Y,2,R36/38,"S26,S36",Xi,2-Hydroxy-5-nitrobenzaldehyde,"Inhibitor,Chemical/Biochemical"
alpha-hydroxyisobutyric acid,2-hydroxy-2-methylpropionic acid; 2-methyllactic acid,Chelator,C4H8O3,594-61-6,104.1,MolComp,other,,,Y,2,R36/37/38,"S26,S36",Xi,alpha Hydroxyisobutyric acid,Chemical/Biochemical
