Chemical,Synonyms,Category,FORMULA,CAS,Mass (Daltons),ComponentType,molType,Is Soluble,Solubility,Is_HAZARD,CODE,Risk No.,Safety phrases,"Flammable,Toxic/IrritantCorrosive",RefSampleName,SampleCategory,
imidazole,"glyoxaline; 1,3-diaza-2,4-cyclopentadiene",Buffering agent,C3H4N2,288-32-4,68.08,MolComp,other,Y,,Y,3,"R22,R34","S25,S36/37/39,S45",C,Imidazole,"Buffer,Buffering Agent,Chemical/Biochemical"
iodoacetamide,surauto; monoiodoacetamide; 2-iodoacetamide; alpha-iodoacetamide; alpha-iodo acetamide,"Inhibitor,Modifying agent",C2H4INO,144-48-9,184.964,MolComp,other,Y,,Y,2,"R25,R42/43","S22,S36/37,S45",T,Iodoacetamide,"Inhibitor,Chemical/Biochemical"
iodoacetic acid,monoiodoacetic acid; iodoacetate; monoiodine acetate,"Inhibitor,Modifying agent",C2H3IO2,64-69-7,185.948,MolComp,other,,,Y,3,"R25,R35","S22,S36/37/39,S45","T,C",Iodoacetic acid,"Inhibitor,Chemical/Biochemical"
N-iodo acetyl-N-(5-sulfo-1-naphthyl) ethyldiamine," 1,5-I-AEDANS; 5-[2-(Iodoacetamido)ethylamino]naphthalene-1-sulfonic acid; N-Iodoacetyl-N'-(5-sulfo-1-naphthyl)ethylenediamine; Hudson-Weber-Reagent",StainsAndDyes,C14H15IN2O4S,36930-63-9,434.25,MolComp,other,,,,1,,"S22,S24/25",,N-Iodo acetyl-N-(5-sulfo-1-naphthyl) Ethyldiamine,Stains and Dyes
iron(III) chloride,ferric chloride hexahydrate; iron(III) chloride hexahydrate,"Additive,Salt",FeCl3.6H2O,10025-77-1,270.3,MolComp,other,Y,,,,"R22,R34","S26,S27,S36/37/39",C,Iron(III) chloride,Chemical/Biochemical
iron(III) chloride hexahydrate,ferric chloride hexahydrate,"Additive,Salt",FeCl3.6H2O,10025-77-1,270.3,MolComp,other,Y,,,,,,,Iron(III) chloride hexahydrate,Chemical/Biochemical
iron(II) chloride tetrahydrate,ferrous chloride tetrahydrate,"Additive,Salt",Cl2Fe.4H2O,13478-10-9,198.81,MolComp,other,Y,,Y,3,"R22,R34","S26,S36/37/39,S45",C,Iron(II) chloride tetrahydrate,Chemical/Biochemical
iron(II) sulphate,"ferrous sulfate; ferrous sulphate,iron(II) sulfate",Salt,FeSO4,7720-78-7,151.91,MolComp,other,Y,,Y,,"R22,R36/37/38","S26,S36",Xn,Iron(II) sulfate,Chemical/Biochemical
Isopropyl-b-D-thiogalactopyranoside,IPTG,"Sugar,Inducer",C9H18O5S,367-93-1,238.3,MolComp,other,Y,,Y,3,"R19,R40","S36/37,R66",Xn,IPTG,Chemical/Biochemical
iso-propanol,sec-propyl alcohol; isopropanol; isopropyl alcohol,"Precipitant,Solvent",C3H8O,67-63-0,60.1,MolComp,other,Y,,Y,3,"R11,R36,R37","S7,S16,S24/25,S26","F,Xi",Iso-propanol,"Solvent,Chemical/Biochemical"
O-(2-aminopropyl)-O'-(2-methoxyethyl)polypropylene glycol,polypropylene glycol 500 mono-2-aminoethyl mono-2-methoxyethyl ether,Precipitant,CH3OCH2CH2O[CH(CH3)CH2O]nCH2CH(NH2)CH3,77110-54-4,,MolComp,other,Y,,Y,,"R21/22,R36/38","S26,S36/37",Xn,Jeffamine(R) M-600,Chemical/Biochemical
"alpha,omega-diamine poly(oxyethylene-co-oxypropylene)","O,O'-bis-(2-aminopropyl) polypropylene glycol-block-polyethylene glycol-block-polypropylene glycol",Precipitant,CH3CH(NH2)CH2[OCH(CH3)CH2]l(OCH2CH2)m[OCH2CH(CH3)]nNH2,65605-36-9,,MolComp,other,Y,,,,,,,Jeffamine(R) ED-2001,Chemical/Biochemical
kanamycin monosulphate,"kanamycin sulfate; kanamycin sulfate salt,kanamycin monosulfate",Antibiotic,C18H36N4O11.H2O4S,25389-94-0,582.58,MolComp,other,Y,,,,,,,Kanamycin monosulphate,"Antibiotic,Chemical/Biochemical"
lactose,1-beta-D-galactopyranosyl-4-alpha-D-glucopyranose; lactose anhydricum; milk sugar,"Additive,Sugar",C12H22O11,63-42-3,342.3,MolComp,other,Y,,,,,,,Lactose,Chemical/Biochemical
N-lauroylsarcosine  sodium salt,N-dodecanoyl-N-methylglycine sodium salt; sarkosyl; sarkosyl NL,Detergent,C15H28NNaO3,137-16-6,293.38,MolComp,other,Y,,,2,,"S22,S24/25",,N-Lauroylsarcosine  sodium salt,"Detergent,Chemical/Biochemical"
lead(II) acetate trihydrate,"lead diacetate trihydrate, bis(acetato)trihydroxytrilead; lead(+2) salt trihydrate","Heavy atom compound,Salt",Pb(CH3CO2)2.3H2O,6080-56-4,379.33,MolComp,other,Y,,Y,," R61,R33,R48/22,R50/53,R62","S53,S45,S60,S61","T,N",Lead(II) acetate trihydrate,"Chemical/Biochemical,Heavy atom reagent"
lead(II) acetate,"acetic acid,lead salt; lead acetate; dibasic lead acetate; lead diacetate","Heavy atom compound,Salt",Pb(O2C2H3)2,301-04-2,325.287,MolComp,other,Y,,Y,,,,,Lead(II) acetate,"Chemical/Biochemical,Heavy atom reagent"
leupeptin trifluoroacetate salt,acetyl-Leu-Leu-Arg-al trifluoroacetate salt,Inhibitor,C20H38N6O4,147385-61-3,426.55,MolComp,other,Y,,,,,"S22,S24/25",,Leupeptin trifluoroacetate salt,"Inhibitor,Chemical/Biochemical"
lithium acetate,,Salt,LiOOCCH3,546-89-4,65.99,MolComp,other,Y,,,,,"S22,S24/25",,Lithium acetate,Chemical/Biochemical
lithium acetate dihydrate,,Salt,LiOOCCH3.2H2O,6108-17-4,102.02,MolComp,other,Y,,,,,"S22,S24/25",,Lithium acetate dihydrate,Chemical/Biochemical
lithium bromide,,Additive,LiBr,7550-35-8,86.85,MolComp,other,Y,,,,R22,,C,Lithium bromide,Chemical/Biochemical
lithium chloride,lithium chloride anhydrous,"Salt,Precipitant",LiCl,7447-41-8,42.39,MolComp,other,Y,,,,"R22,R36/37/38","S26,S36/37,S38",Xn,Lithium chloride,Chemical/Biochemical
lithium chloride (hydrate),,"Salt,Precipitant",ClLi .H2O,85144-11-2,42.39,MolComp,other,Y,,Y,3,"R22,R36/37/38",S26,Xn,Lithium chloride (hydrate),Chemical/Biochemical
lithium citrate (anhydrous),"lithium citrate, trilithium citrate, citric acid,trilithium salt; 1,2,3-Propanetricarboxylic acid,2-hydroxy-,trilithium salt",Salt,C6H5Li3O7,919-16-4,209.923,MolComp,other,Y,,,,R22,,,Lithium citrate (anhydrous),Chemical/Biochemical
lithium fluoride,,Salt,LiF,7789-24-4,25.94,MolComp,other,Y,,Y,,"R25,R32,R36/37/38","S22,S26,S36/37/39,S45",T,Lithium fluoride,Chemical/Biochemical
lithium formate,formic acid lithium salt,Salt,LiCHOO,556-63-8,51.96,MolComp,other,,,,,,,,Lithium formate,Chemical/Biochemical
tri-lithium citrate tetrahydrate,"lithium citrate; citric acid,trilithium salt tetrahydrate; lithium citrate tetrahydrate;  lithiumcitratetetrahydrate; trilithium citrate tetrahydrate;  tri-lithium citrate 4-hydrate",Salt,C6H7LiO7,6080-58-6,281.986,MolComp,other,Y,,,,,S24/25,,tri-Lithium citrate tetrahydrate,Chemical/Biochemical
lithium nitrate,,"Additive,Salt",LiNO3,7790-69-4,68.95,MolComp,other,Y,,Y,,R8,"S22,S24/25",O,Lithium nitrate,Chemical/Biochemical
lithium perchlorate,,Additive,LiClO4,09/03/7791,106.39,MolComp,other,Y,,Y,,"R8,R36/37/38","S17,S26,S36","O,Xi",Lithium perchlorate,Chemical/Biochemical
lithium salicylate,"salicylic acid,lithium salt",Additive,HOC6H4CO2Li,552-38-5,144.05,MolComp,other,Y,,Y,,"R22,R36/38","S22,S26,S36",Xn ,Lithium salicylate,Chemical/Biochemical
lithium sulphate,"lithium sulfate; sulphuric acid,dilithium salt; sulfuric acid,dilithium salt","Additive,Salt",H3LiO4S,10377-48-7,109.94,MolComp,other,Y,,Y,1,"R22,R36/37/38,R63","S22,S26,S36/39,S45",Xn,Lithium sulphate,Chemical/Biochemical
lithium sulphate monohydrate,"lithium sulfate monohydrate; sulphuric acid,dilithium salt,monohydrate; sulfuric acid,dilithium salt,monohydrate,","Additive,Salt",Li2SO4.H2O,10102-25-7,127.96,MolComp,other,Y,,,,"R22,R36/37/38,R63","S22,S26,S36/39,S45",Xn,Lithium sulphate monohydrate,Chemical/Biochemical
magnesium acetate tetrahydrate,"acetic acid,magnesium salt",Salt,(CH3COO)2Mg.4H2O,16674-78-5,214.45,MolComp,other,Y,,,1,,"S22,S24/25",,Magnesium acetate tetrahydrate,Chemical/Biochemical
magnesium bromide,,Salt,MgBr2,7789-48-2,184.11,MolComp,other,,,Y,,R36/37/38,"S26,S36",Xi,Magnesium bromide,Chemical/Biochemical
magnesium chloride anhydrous,magnesium chloride,Salt,MgCl2,7786-30-3,95.21,MolComp,other,Y,,,1,,S26,,Magnesium chloride anhydrous,Chemical/Biochemical
magnesium chloride  hexahydrate,,Salt,MgCl2 .6H2O,7791-18-6,203.3,MolComp,other,Y,,,1,,"S22,S24/25",,Magnesium chloride  hexahydrate,Chemical/Biochemical
magnesium formate,"magnesium diformate; formic acid,magnesium salt","Salt,Precipitant",C2H2MgO4,557-39-1,114.34,MolComp,other,Y,,,,,,,Magnesium formate,Chemical/Biochemical
magnesium formate dihydrate,"formic acid,magnesium salt magnesium formate","Salt,Precipitant",C2H2MgO4.2H2O,6150-82-9,150.37,MolComp,other,Y,,,,,"S22,S24/25",,Magnesium formate dihydrate,Chemical/Biochemical
magnesium nitrate,"magnesium dinitrate; nitric acid,magnesium salt; magnesium(II) nitrate",Salt,MgN2O6,10377-60-3,148.315,MolComp,other,Y,,,,R8,S17,O,Magnesium nitrate,Chemical/Biochemical
magnesium nitrate hexahydrate,,Salt,Mg(NO3)2.6H2O,13446-18-9,256.41,MolComp,other,Y,,,,"R8,R36/37/38","S17,S26,S36","O,Xi",Magnesium nitrate hexahydrate,Chemical/Biochemical
magnesium sulphate,magnesium sulfate,"Salt,Additive,Precipitant",MgSO4,7487-88-9,120.37,MolComp,other,Y,,,,,"S22,S24/25",,Magnesium sulphate,Chemical/Biochemical
magnesium sulphate hydrate,magnesium sulfate hydrate,"Salt,Additive,Precipitant",MgSO4.xH2O,22189-08-8,120.37,MolComp,other,Y,,,,,,,Magnesium sulphate hydrate,Chemical/Biochemical
magnesium sulphate monohydrate,"kieserite, magnesium sulfate monohydrate","Salt,Additive,Precipitant",MgSO4.1H2O,14168-73-1,138.38,MolComp,other,Y,,,,,,,Magnesium sulphate monohydrate,Chemical/Biochemical
magnesium sulphate hexahydrate,magnesium sulfate monohydrate,"Salt,Additive,Precipitant",MgSO4.6H2O,17830-18-1,228.46,MolComp,other,Y,,,,,"S22,S24/25",,Magnesium sulphate hexahydrate,Chemical/Biochemical
magnesium sulphate heptahydrate,epsom salts; magnesium sulfate heptahydrate,"Salt,Additive,Precipitant",MgSO4.7H2O,10034-99-8,246.47,MolComp,other,Y,,,1,,,,Magnesium sulphate heptahydrate,Chemical/Biochemical
manganese(II) chloride,"manganese dichloride; manganous chloride; manganese(II) chloride,anhydrous","Salt,Additive",MnCl2,05/01/7773,125.84,MolComp,other,Y,,Y,3,R22,,Xn,Manganese(II) chloride,Chemical/Biochemical
manganese(II) chloride dihydrate,manganous chloride dihydrate; manganese dichloride dihydrate,"Salt,Additive",Cl2H4MnO2,20603-88-7,161.874,MolComp,other,Y,,,,,,,Manganese(II) chloride dihydrate,Chemical/Biochemical
manganese(II) chloride monohydrate,,"Salt,Additive",MnCl2.H2O,64333-01-3,143.86,MolComp,other,Y,,Y,,"R22,R52","S22,S36,S61",Xn,Manganese(II) chloride monohydrate,Chemical/Biochemical
manganese(II) chloride tetrahydrate,manganese dichloride tetrahydrate; manganous chloride tetrahydrate,"Salt,Additive",MnCl2.4H2O,13446-34-9,197.91,MolComp,other,Y,,,,"R22,R52",,Xn,Manganese(II) chloride tetrahydrate,Chemical/Biochemical
malic acid,DL-malic acid; (+/-)-2-hydroxysuccinic acid; DL-hydroxybutanedioic acid,"pH conjugate,Salt",C4H6O,6915-15-7,134.09,MolComp,other,Y,,,,"R22,R37/38,R41","S26,S36",Xn,Malic acid,Chemical/Biochemical
malonic acid,"propanedioc acid; 1,3-propanedioic acid; dicarboxymethane",pH conjugate,CH2(COOH)2,141-82-2,104.06,MolComp,other,Y,,,,"R22,R37/38,R41","S26,S36/39","Xn,N",Malonic acid,Chemical/Biochemical
D-mannitol,"mannite; cordycepic acid; mannitol; 1,2,3,4,5,6-hexanehexol","Sugar,Additive",C6H14O6,69-65-8,182.17,MolComp,other,Y,,,,,S24/25,,D-Mannitol,Chemical/Biochemical
L-mannitol,,"Sugar,Additive",,643-01-6,182.17,MolComp,other,Y,,,,,,,L-Mannitol,Chemical/Biochemical
D-(+)-mannose,D-mannose; D-mannopyranose,"Sugar,Additive",C6H12O6,3458-28-4,180.16,MolComp,other,Y,,,,,,,D-(+)-Mannose,Chemical/Biochemical
L-(-)- mannose,L-mannose; L-mannopyranose,"Sugar,Additive",C6H12O6,10030-80-5,180.16,MolComp,other,Y,,,,,"S22,S24/25",,L-(-)-Mannose,Chemical/Biochemical
4-(N-maleimido) benzophenone,benzophenone-4-maleimide;MBP,Cross linker,C17H11NO3,92944-71-3,277.27,MolComp,other,Y,"ChCl3,DMF",Y,2,R36/37/38,"S26,S36",Xi,4-(N-Maleimido) benzophenone,Chemical/Biochemical
2-mercaptoethanol,beta-mercaptoethanol; 2-hydroxyethylmercaptan; BME; thioethylene glycol,Reducing agent,C2H6OS,60-24-2,78.13,MolComp,other,Y,,Y,3,"R20/22,R24,R34,R51/53","S26,S36/37/39,S45,S61","T,N",2-Mercaptoethanol,Chemical/Biochemical
mercury(II) acetate,"mercuric acetate; acetic acid,mercury(2+) salt",Heavy atom compound,(CH3COO)2Hg,1600-27-7,318.68,MolComp,other,Y,,Y,,"R26/27/28,R33,R50/53,R53 ","S13,S28,S36,S45,S60,S61","T+,N",Mercury(II) acetate,"Chemical/Biochemical,Heavy atom reagent"
mercury(II) chloride,mercuric chloride; mercury bichloride; mercury perchloride,Heavy atom compound,HgCl2,7487-94-7,271.5,MolComp,other,Y,,Y,,"R28,R34,R48/24,R45,R50/53","S36/37/39,S45,S60,S61","T+,N",Mercury(II) chloride,"Chemical/Biochemical,Heavy atom reagent"
mersalyl acid,salyrganic acid; 2-(3-hydroxymercurio-2-methoxypropylcarbamoyl)phenoxyacetic acid; 2-[N-(3-Hydroxymercuri-2-methoxypropyl)carbamoyl]phenoxyacetic acid,Heavy atom compound,HOHgCH2CH(OCH3)CH2NHCOC6H4OCH2CO2H,486-67-9,483.87,MolComp,other,Y,NH4OH,Y,,"R26/27/28,R33,R50/53 ","S13,S28,S36,S45,S60,S61",,Mersalyl acid,"Chemical/Biochemical,Heavy atom reagent"
MES,4-morpholineethanesulfonic acid;  2-(N-morpholino)ethanesulfonic acid,Buffering agent,C6H13NO4S,4432-31-9,195.24,MolComp,other,Y,,,1,,"S22,S24/25",,MES,"Buffer,Buffering Agent,Chemical/Biochemical"
MES monohydrate,4-morpholineethanesulfonic acid monohydrate;  2-(N-morpholino)ethanesulfonic acid,Buffering agent,C6H13NO4S.H2O,145224-94-8,213.45,MolComp,other,Y,,,1,"R36/37/38,"S26,S36",Xi,MES monohydrate,"Buffer,Buffering Agent,Chemical/Biochemical"
MES sodium salt,2-(N-morpholino)ethanesulfonic acid sodium salt; 4-morpholineethanesulfonic acid sodium salt;MES-Na,Buffering agent,C6H12NO4SNa,71119-23-8,217.22,MolComp,other,Y,,,,,"S22,S24/25",,MES sodium salt,"Buffer,Buffering Agent,Chemical/Biochemical"
methanol,MeOH; methyl alcohol,"Additive,Precipitant,Solvent",CH3OH,67-56-1,32.04,MolComp,other,Y,,Y,3,"R11,R23/24/25,R39/23/24/25","S7,S16,S36/37,S45","F,T",Methanol,"Chemical/Biochemical,Solvent"
methyl acetate,"acetic acid,methyl ester; methyl ethanoate; methyl acetic ester",Additive,CH3COOCH3,79-20-9,74.08,MolComp,other,Y,25% in H2O,,,"R11,R36,R66,R67","S16,S26,S29,S63","F,Xi",Methyl acetate,Chemical/Biochemical,
methylmercury chloride,"methylmercury(II) chloride; mercury,chloromethyl-; methyl mercury(II) chloride; methylmercuric chloride; chloromethylmercury ",Heavy atom compound,CH3HgCl,115-09-3,251.08,MolComp,other,Y,low,Y,,"R26/27/28,R33,R50/53,R53 ","S13,S28,S36,S45,S60,S61","T+,N",Methylmercury chloride,"Chemical/Biochemical,Heavy atom reagent",
"2-methyl-2,4-pentanediol",MPD; hexylene glycol,Precipitant,CH3CH(OH)CH2C(CH3)2OH,107-41-5,118.17,MolComp,other,Y,,,,R36/38,"S26,S36",Xi,"2-Methyl-2,4-pentanediol",Chemical/Biochemical,
MOBS,4-[N-morpholino]butanesulfonic acid; 4-(N-morpholino)butanesulfonic acid,Buffering agent,C8H17NO4S,115724-21-5,223.29,MolComp,other,Y,,Y,,R36/37/38,"S26,S36",Xi,MOBS,"Buffer,Buffering Agent,Chemical/Biochemical"
MOPS,3-(N-morpholino)propanesulfonic acid; 4-morpholinepropanesulfonic acid,Buffering agent,C7H15NO4S,1132-61-2,209.26,MolComp,other,Y,,Y,1,R36/37/38,"S26,S36",Xi,MOPS,"Buffer,Buffering Agent,Chemical/Biochemical"
MOPSO,3-[N-morpholino]-2-hydroxypropanesulfonic acid;  beta-hydroxy-4-morpholinepropanesulfonic acid; 3-morpholino-2-hydroxypropanesulfonic acid,Buffering agent,C7H15NO5S,68399-77-9,225.26,MolComp,other,Y,,Y,,R36/37/38,"S26,S36",Xi,MOPSO,"Buffer,Buffering Agent,Chemical/Biochemical"
myo-inositol,"1,2,3,5/4,6-hexahydroxycyclohexane; meso-inositol; i-inositol","Sugar,Additive",C6H12O6,87-89-8,180.16,MolComp,other,Y,,,,,"S22,S24/25",,Inositol,Chemical/Biochemical
NADP sodium salt,beta-nicotinamide adenine dinucleotide phosphate sodium salt; b-NADP-Na; b-NADP-sodium salt; coenzyme II sodium salt; NADP; TPN-Na; TPN; triphosphopyridine nucleotide sodium salt,Co-factor,C21H27N7Na2O17P3,1184-16-3,765.39,MolComp,other,Y,,Y,1,R36/37/38,"S26,S36",Xi,NADP sodium salt,"Nucleotide,Chemical/Biochemical"
NADPH tetrasodium salt,"beta-nicotinamide adenine dinucleotide 2'- phosphate,reduced form tetrasodium salt; beta-NADPH; 2'-NADPH; coenzyme II reduced tetrasodium salt; dihydronicotinamide adenine dinucleotide phosphate tetrasodium salt; NADPH Na4; TPNH2 Na4; triphosphopyridine nucleotide reduced tetrasodium salt",Co-factor,C21H26N7Na4O17P3,2646-71-1,833.35,MolComp,other,Y,,Y,1,R36/37/38,"S26,S36",Xi,NADPH tetrasodium salt,"Nucleotide,Chemical/Biochemical"
N-hydroxysuccinimide,"NHS; 1-hydroxy-2,5-pyrrolidinedione; HOSu; 1-hydroxypyrrolidine-2,5-dione",Modifying agent,C4H5NO3,6066-82-6,115.09,MolComp,other,Y,,,2,,"S22,S24/25",,N-Hydroxysuccinimide,Chemical/Biochemical
nickel(II) chloride,nickel chloride,"Salt,Additive",NiCl2,7718-54-9,129.6,MolComp,other,Y,,Y,,"R45,R25,R36/38,R43,R50/53","S53,S36/37,S45,S60,S61",,Nickel(II) chloride,Chemical/Biochemical
nickel(II) chloride hydrate,nickel chloride hydrate,"Salt,Additive",NiCl2.xH2O,69098-15-3,129.6,MolComp,other,Y,,Y,,"R45,R23/24/25,R36/37/38,R42/43","S53,S26,S27,S28,S36/37/39,S45",T,Nickel(II) chloride hydrate,Chemical/Biochemical
nickel(II) chloride hexahydrate,nickel chloride hexahydrate,"Salt,Additive",NiCl2.6H2O,7791-20-0,237.69,MolComp,other,Y,,Y,3,"R45,R25,R36/38,R43,R50/53","S50,S36/37,S45,S60,S61","T,N",Nickel(II) chloride hexahydrate,Chemical/Biochemical
nickel(II) sulphate hexahydrate,nickel sulphate; nickel sulfate; nickel(II) sulfate hexahydrate,Salt,NiO4S.6H2O,10101-97-0,262.85,MolComp,other,Y,,Y,3,"R22,R40,R42/43,R50/53","S22,S36/37,S60,S61","Xn,N",Nickel(II) sulphate hexahydrate,Chemical/Biochemical
nitric acid,,pH conjugate,HNO3,7697-37-2,63.01,MolComp,other,Y,,Y,,"R8,R35","S23,S26,S36,S45","O,C",Nitric acid,Chemical/Biochemical
N-nonanoyl-N-methylglucamine,N-(D-glucityl)-N-methylnonanamide; MEGA-9; N-methyl-N-nonanoyl-D-glucamine,Detergent,C16H33NO6,85261-19-4,335.44,MolComp,other,Y,,Y,,,"S22,S24/25",,N-Nonanoyl-N-methylglucamine,Detergent
nonaethylene glycol monododecyl ether,polidocanol; polyoxyethylene 9 lauryl ether; dodecylnonaglycol; dodecyl nonaethylene glycol ether; C12E9,Detergent,C30H62O10,3055-99-0,582.81,MolComp,other,Y,,Y,,,"S23,S24/25",,Nonaethylene glycol monododecyl ether,Detergent
octaethylene glycol monodecyl ether,polyoxyethylene 8 decyl ether; decyloctaglycol; decyl octaethylene glycol ether; C10E8,Detergent,CH3(CH2)9(OCH2CH2)8OH,24233-81-6,510.7,MolComp,other,Y,,Y,,,S24/25,,Octaethylene glycol monodecyl ether,Detergent
octyl b-D-glucopyranoside,OG; n-octyl b-D-glucopyranoside; n-Octyl glucoside; OGP,Detergent,C14H28O6,29836-26-8,292.37,MolComp,other,Y,,,1,,S24/25,,octyl b-D-Glucopyranoside,Detergent
n-octyl b-D-thioglucopyranoside,OTG; OSGP,Detergent,C14H28O5S,85618-21-9,308.4,MolComp,other,Y,,,1,,"S22,S24/25",,n-octyl b-D-Thioglucopyranoside,Detergent
beta-octylglucoside,n-octyl-b-D-glucoside; n-octyl-beta-D-glucopyranoside; BOG; n-octyl glucoside,"Additive,Detergent",C14H28O6,29836-26-8,292.369,MolComp,other,Y,,Y,,R36/37/38,,Xi,beta-Octylglucoside,"Detergent,Chemical/Biochemical"
N-octanoyl-N-methylglucamine,MEGA-8; OMEGA; N-methyl-N-octanoyl-D-glucamine; N-(D-Glucityl)-N-methyloctanamide,Detergent,C15H31NO6,85316-98-9,321.41,MolComp,other,Y,,,,,"S22,S24/25",,N-Octanoyl-N-methylglucamine,Detergent
nonyl-b-D-glucopyranoside,n-nonyl-b-D-glucopyranoside; NG; n-nonyl-b-D-glucoside,Detergent,C15H30O6,69984-73-2,306.4,MolComp,other,Y,,,,R36/37/38,"S26,S36",Xi,nonyl-b-D-Glucopyranoside,"Detergent,Chemical/Biochemical"
orthophosphoric acid,phosphoric acid,"Buffering agent,pH conjugate",HP304,7664-38-2,98.08,MolComp,other,Y,,Y,,R34,"S26,S36/37/39,S45",C,Orthophosphoric acid,"Buffer,Buffering Agent,Chemical/Biochemical"
paratone-N,,Cryo coolant,,,,MolComp,other,,,,,,,,Paratone-N,Chemical/Biochemical
PCMB,p-chloromercuribenzoate; p-chloromercuribenzoic acid; 4-chloromercuribenzoate,"Heavy atom compound,Modifying agent,Inhibitor",C7H5ClHgO2,59-85-8,357.156,MolComp,other,Y,,Y,,"R26/27/28,R33 ","S13,S28,S36,S45",T,PCMB,"Inhibitor,Chemical/Biochemical,Heavy atom reagent"
PCMBS,"4-(chloromercuri)benzensulfonic acid,sodium salt; p-chloromercuribenzenesulfonic acid; 4-chloromercuribenzenesulfonate; 4-chloromercuribenzenesulfonic acid; chloro(4-sulfophenyl)mercury","Heavy atom compound,Modifying agent,Inhibitor",C6H5ClHgO3S,554-77-8,393.211,MolComp,other,Y,,Y,,,,,PCMBS,"Inhibitor,Chemical/Biochemical,Heavy atom reagent"
4-(2-pyridylazo)resorcinol mono sodium salt monohydrate,PAR monosodium salt hydrate; PAR,StainsAndDyes,C11H8N3NaO2  H2O,16593-81-0,237.19,MolComp,other,Y,,Y,2,R36/37/38,"S24/25,S26,S36",Xi,4-(2-Pyridylazo)resorcinol mono sodium salt monohydrate,Stains and Dyes
pentaerythritol ethoxylate (3/4 EO/OH),pentaerythritol ethoxylate (15/4 EO/OH),Precipitant,C[CH2(OCH2CH2)nOH]4,30599-15-6,,MolComp,other,Y,,,,,,,Pentaerythritol ethoxylate (3/4 EO/OH),Chemical/Biochemical
pentaerythritol propoxylate,pentaerythritol propoxylate (5/4 PO/OH),Precipitant,C[CH2[OCH2CH(CH3)]nOH]4,9051-49-4,,MolComp,other,,,,,,,,Pentaerythritol propoxylate,Chemical/Biochemical
pentaethylene glycol monodecyl ether,polyoxyethylene 5 decyl ether; decylpentaglycol; decyl pentaethylene glycol ether; C10E5,Detergent,C20H42O6,23244-49-7,378.54,MolComp,other,Y,,,,,,,Pentaethylene glycol monodecyl ether,Detergent
pentaethylene glycol monooctyl ether,octylpentaglycol; octyl pentaethylene glycol ether; C8E5,Detergent,C18H38O6,19327-40-3,350.49,MolComp,other,Y,,,,,,,Pentaethylene glycol monooctyl ether,Detergent
3-pentanone,diethyl ketone; DEK; dimethylacetone; ethyl ketone; metacetone; propione,"Additive,Organic",CH3CH2COCH2CH3,96-22-0,86.13,MolComp,other,Y,,Y,,"R11,R37,R66,R67","S9,S16,S25,S33","F,Xi",3-Pentanone,Chemical/Biochemical
pepsinostreptin,N-isobutyrylpepstatin; isobutyryl-Val-Val-Sta-Ala-Sta,Inhibitor,C33H61N5O9,51724-57-3,671.87,MolComp,other,Y,,,1,,,,Pepsinostreptin,"Inhibitor,Chemical/Biochemical"
PGA-LM,poly-gamma-glutamic acid sodium salt,Precipitant,[CO(CH2)2CH(CO2H)NH]n,30811-79-1,400000,MolComp,other,Y,,,,,,,PGA-LM,Chemical/Biochemical
"1,10 phenanthroline",,"Inhibitor,Chelator",C12N2D8,90412-47-8,1988.25,MolComp,other,Y,,Y,3,"R25,R20/21/22","S45,S24,S26,S36",T,"1,10 Phenanthroline","Inhibitor,Chemical/Biochemical"
phenol,hydroxybenzene,"Additive,Denaturant",C6H5OH,108-95-2,94.11,MolComp,other,Y,,Y,3,"R24/25,R34","S28,S45","T,C",Phenol,Chemical/Biochemical
phenol red,phenolsulfonphthalein,StainsAndDyes,C19H14O5S,143-74-8,354.38,MolComp,other,Y,,Y,2,R36/37/38,"S26,S36",Xi,Phenol red,Stains and Dyes
phenylglyoxal hydrate,"2,2-dihydroxyacetophenone",Modifying agent,C6H5COCHO.xH2O,1075-06-5,134.13,MolComp,other,Y,,Y,2,"R22,R36/37/38","S22,S26,S36",Xn,Phenylglyoxal hydrate,Chemical/Biochemical
phenylmercury acetate,mercury phenyl acetate,Heavy atom compound,C6H5HgOCOCH3,62-38-4,336.74,MolComp,other,Y,,Y,,"R25,R34,R48/24/25,R50/53","S23,S24/25,S37,S45,S60,S61","T,N",Phenylmercury acetate,"Heavy atom reagent,Chemical/Biochemical"
L-alpha-phosphatidylcholine,"1,2-Diacyl-sn-glycero-3-phosphocholine; 3-sn-phosphatidylcholine; L-alpha-lecithin; azolectin",Lipid,C10H19NO8PR2,8002-43-5,,MolComp,other,Y,,Y,2,,"S24/25,S28,S37,S45",,L-alpha-Phosphatidylcholine,Lipid
PIPES,"piperazine-1,4-bis(2-ethanesulfonic acid); 1,4-piperazinediethanesulfonic acid; piperazine-N,N'-bis(2-ethanesulfonic acid)",Buffering agent,C8H18N2O6S2,5625-37-6,302.37,MolComp,other,Y,,Y,,,"S22,S24/25",,PIPES,"Buffer,Buffering Agent,Chemical/Biochemical"
PMSF,phenylmethylsulphonyl fluoride; alpha-toluenesulfonyl fluoride; benzylsulfonyl fluoride; phenylmethylsulfonyl fluoride,Inhibitor,C7H7FO2S,329-98-6,174.19,MolComp,other,Y,,Y,3,"R25,R34","S26,S36/37/39,S45",T,PMSF,"Inhibitor,Chemical/Biochemical"
